OmniMap_IDX,Resource,ResourceDiseaseID,ResourceDiseaseName,OmniDisease_ID,OmniDisease,MCode,DiseasePath,Receptors,ReceptorsStatus
1846,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-0992,Bone / Bone-forming tumors / Malignant,,
1847,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2018,Bone / Bone-forming tumors / Malignant / Conventional central osteosarcoma,,
1848,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2027,Bone / Bone-forming tumors / Malignant / High grade surface osteosarcoma,,
1849,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2028,Bone / Bone-forming tumors / Malignant / Intraosseous well differentiated (low grade) osteosarcoma,,
1850,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2042,Bone / Bone-forming tumors / Malignant / Parosteal (juxtacortical) osteosarcoma,,
1851,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2044,Bone / Bone-forming tumors / Malignant / Periosteal osteosarcoma,,
1852,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2045,Bone / Bone-forming tumors / Malignant / Round-cell osteosarcoma,,
1853,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-2047,Bone / Bone-forming tumors / Malignant / Telangiectatic osteosarcoma,,
1854,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-0289,Bladder / Mesenchymal tumors / Osteosarcoma,,
1855,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-1149,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Osteosarcoma",,
1856,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-0370,Breast / Mesenchymal tumors / Osteosarcoma,,
1857,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-1376,"Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Osteosarcoma",,
1858,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-0536,Kidney / Mesenchymal Tumor / Osteosarcoma,,
1859,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-0823,Soft Tissue / Chondro-Osseous Tumours / Extraskeletal osteosarcoma,,
1860,JAX,3361,pediatric osteosarcoma,OmniDx_0068,Sarcoma,MD-1035,Ureter / Mesenchymal tumors / Osteosarcoma 9180|3,,
1861,JAX,11615,penile cancer,OmniDx_0054,Male Genital Cancer,,,,
1863,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-0394,Cervical / Mesenchymal tumors and tumor-like conditions / Malignant peripheral nerve sheath tumor,,
1864,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-0757,Prostate / Mesenchymal tumors / Malignant peripheral nerve sheath tumor,,
1865,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-0840,Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST),,
1866,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-0931,Thyroid / Other thyroid tumors / Peripheral nerve sheath tumors,,
1867,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-1756,Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Epithelioid,,
1868,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-1798,Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Melanotic,,
1869,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-1799,Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / Melanotic psammomatous,,
1870,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-1802,Soft Tissue / Tumours of peripheral nerves / Malignant peripheral nerve sheath tumour (MPNST) / MPNST with divergent mesenchymal and | or epithelial differentiation,,
1871,JAX,3193,peripheral nerve sheath neoplasm,OmniDx_0068,Sarcoma,MD-2326,"Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant peripheral nerve sheath tumor",,
1873,JAX,1791,peritoneal carcinoma,OmniDx_0075,Retroperitoneum and Peritoneum Cancer,,,,
1874,JAX,1788,peritoneal mesothelioma,OmniDx_0057,Mesothelioma,MD-0677,Mesothelioma / Epithelial tumors / Primary peritoneal serous adenocarcinoma,,
1875,JAX,4901,peritoneal serous adenocarcinoma,,,MD-0677,Mesothelioma / Epithelial tumors / Primary peritoneal serous adenocarcinoma,,
1876,JAX,1725,peritoneum cancer,OmniDx_0075,Retroperitoneum and Peritoneum Cancer,,,,
1877,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2268,Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Basaloid squamous cell carcinoma,,
1878,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2315,Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Keratinizing squamous cell carcinoma,,
1879,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2361,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma",,
1880,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2268,Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Basaloid squamous cell carcinoma,,
1881,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2315,Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Keratinizing squamous cell carcinoma,,
1882,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2385,"Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Squamous odontogenic tumor",,
1883,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2369,Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma - solid type,,
1884,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2370,Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma derived from keratocystic odontogen,,
1885,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2371,Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Primary intraosseous squamous cell carcinoma derived from odontogenic tumor,,
1886,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-1411,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma,,
1887,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2233,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma,,
1888,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2269,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Basaloid squamous cell carcinoma,,
1889,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2273,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Carcinoma,,
1890,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2363,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Papillary squamous cell carcinoma,,
1891,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2383,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma,,
1892,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2391,Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma,,
1893,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-1409,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma",,
1894,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2231,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma",,
1895,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2243,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / AdeNsquamous carcinoma",,
1896,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2266,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Basal squamous cell carcinoma",,
1897,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2381,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,
1898,JAX,50921,pharynx squamous cell carcinoma,OmniDx_0039,Head and Neck Cancer,MD-2389,"Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Verrucous carcinoma",,
1899,JAX,50771,pheochromocytoma,OmniDx_0033,Adrenal Gland Cancer,MD-0235,Endocrine / Pheochromocytoma,,
1900,JAX,4851,pilocytic astrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1152,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma,,
1903,JAX,1664,pineoblastoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1154,Brain / Tumors of Neuroepithelial Tissue / Pineal parenchymal tumours / Pineoblastoma,,
1904,JAX,1785,pituitary cancer,,,MD-1310,Head & Neck / Nasopharynx / Benign epithelial tumors / Ectopic pituitary adenoma,,
1905,JAX,4916,pituitary carcinoma,,,MD-1310,Head & Neck / Nasopharynx / Benign epithelial tumors / Ectopic pituitary adenoma,,
1911,JAX,3250,pleomorphic rhabdomyosarcoma,OmniDx_0068,Sarcoma,MD-1817,Soft Tissue / Skeletal Muscle Tumours / Malignant / Pleomorphic rhabdomyosarcoma,,
1912,JAX,4852,pleomorphic xanthoastrocytoma,OmniDx_0032,Brain and Nervous System Cancer,MD-1156,Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pleomorphic xanthoastrocytoma,,
1924,JAX,60077,progesterone-receptor positive breast cancer,OmniDx_0001,Breast Cancer,,,PR,Positive
1927,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-0161,Prostate / Ductal adenocarcinoma,,
1928,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-0744,Prostate / Ductal adenocarcinoma / Cribriform,,
1929,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-0765,Prostate / Ductal adenocarcinoma / Papillary,,
1930,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-0771,Prostate / Ductal adenocarcinoma / Solid,,
1931,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-0734,Prostate / Epithelial tumors / Adenocarcinoma,,
1932,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1696,Prostate / Epithelial tumors / Adenocarcinoma / Atrophic,,
1933,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1700,Prostate / Epithelial tumors / Adenocarcinoma / Colloid,,
1934,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1703,Prostate / Epithelial tumors / Adenocarcinoma / Foamy,,
1935,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1708,Prostate / Epithelial tumors / Adenocarcinoma / Lymphoepithelioma-like,,
1936,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1712,Prostate / Epithelial tumors / Adenocarcinoma / Oncocytic,,
1937,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1713,Prostate / Epithelial tumors / Adenocarcinoma / Pseudohyperplastic,,
1938,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1715,Prostate / Epithelial tumors / Adenocarcinoma / Signet ring,,
1939,JAX,2526,prostate adenocarcinoma,OmniDx_0026,Prostate Cancer,MD-1694,Prostate / Tumors of the Seminal Vesicles / Epithelial tumors / Adenocarcinoma,,
1940,JAX,10283,prostate cancer,OmniDx_0026,Prostate Cancer,,,,
1941,JAX,10286,prostate carcinoma,OmniDx_0026,Prostate Cancer,,,,
1942,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0166,Prostate / Neuroendocrine tumors,,
1943,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0739,Prostate / Neuroendocrine tumors / Carcinoid,,
1944,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0746,Prostate / Neuroendocrine tumors / Endocrine differentiation within adenocarinoma,,
1945,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0764,Prostate / Neuroendocrine tumors / Neuroblastoma,,
1946,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0766,Prostate / Neuroendocrine tumors / Paraganglioma,,
1947,JAX,2992,prostate neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0770,Prostate / Neuroendocrine tumors / Small cell carcinoma,,
1948,JAX,7141,prostate small cell carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-0770,Prostate / Neuroendocrine tumors / Small cell carcinoma,,
1949,JAX,4011,prostate transitional cell carcinoma,OmniDx_0026,Prostate Cancer,MD-0776,Prostate / Epithelial tumors (other) / Urothelial carcinoma,,
1952,JAX,1984,rectal neoplasm,OmniDx_0003,Colorectal Cancer,,,,
1953,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1213,Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma,,
1954,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2212,Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with medullary features,,
1955,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2213,Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with mucinus features,,
1956,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2214,Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with Signet Ring cell features,,
1957,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1214,Colorectal / Epithelial tumors / Carcinoma / Adenosquamous carcinoma,,
1958,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1224,Colorectal / Epithelial tumors / Carcinoma / Medullary carcinoma,,
1959,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1225,Colorectal / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
1960,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1228,Colorectal / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma,,
1961,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-0416,Colorectal / Epithelial tumors / Mixed carcinoid-adenocarcinoma,,
1962,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1014,Appendix / Epithelial tumors / Mixed carcinoid-adenocarcinoma,,
1963,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2049,Appendix / Epithelial tumors / Carcinoma / Adenocarcinoma,,
1964,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2050,Appendix / Epithelial tumors / Carcinoma / Adenosquamous carcinoma,,
1965,JAX,1996,rectum adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-2061,Appendix / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
1966,JAX,1993,rectum cancer,OmniDx_0003,Colorectal Cancer,,,,
1967,JAX,3709,rectum mucinous adenocarcinoma,OmniDx_0003,Colorectal Cancer,MD-1225,Colorectal / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
1968,JAX,5528,rectum squamous cell carcinoma,OmniDx_0003,Colorectal Cancer,MD-1230,Colorectal / Epithelial tumors / Carcinoma / Squamous cell carcinoma,,
1972,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0099,Kidney / Renal Cell Tumor,,
1973,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0504,Kidney / Renal Cell Tumor / Carcinoma associated with neuroblastoma,,
1974,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0505,Kidney / Renal Cell Tumor / Carcinoma of the collecting ducts of Bellini,,
1975,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0507,Kidney / Renal Cell Tumor / Chromophobe renal cell carcinoma,,
1976,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0508,Kidney / Renal Cell Tumor / Clear cell renal cell carcinoma,,
1977,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0527,Kidney / Renal Cell Tumor / Mucinous tubular and spindle cell carcinoma,,
1978,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0528,Kidney / Renal Cell Tumor / Multilocular clear cell renal cell carcinoma,,
1979,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0534,Kidney / Renal Cell Tumor / Oncocytoma,,
1980,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0537,Kidney / Renal Cell Tumor / Papillary adenoma,,
1981,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0538,Kidney / Renal Cell Tumor / Papillary renal cell carcinoma,,
1982,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0541,"Kidney / Renal Cell Tumor / Renal cell carcinoma, unclassified",,
1983,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0542,Kidney / Renal Cell Tumor / Renal medullary carcinoma,,
1984,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0547,Kidney / Renal Cell Tumor / Sarcomatoid carcinoma,,
1985,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0553,Kidney / Renal Cell Tumor / Xp11 translocation carcinoma,,
1986,JAX,4451,renal carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-2757,Kidney / Renal Cell Tumor / Renal cell carcinoma with sarcomatoid features,,
1987,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0099,Kidney / Renal Cell Tumor,,
1988,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0504,Kidney / Renal Cell Tumor / Carcinoma associated with neuroblastoma,,
1989,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0505,Kidney / Renal Cell Tumor / Carcinoma of the collecting ducts of Bellini,,
1990,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0507,Kidney / Renal Cell Tumor / Chromophobe renal cell carcinoma,,
1991,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0508,Kidney / Renal Cell Tumor / Clear cell renal cell carcinoma,,
1992,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0527,Kidney / Renal Cell Tumor / Mucinous tubular and spindle cell carcinoma,,
1993,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0528,Kidney / Renal Cell Tumor / Multilocular clear cell renal cell carcinoma,,
1994,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0534,Kidney / Renal Cell Tumor / Oncocytoma,,
1995,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0537,Kidney / Renal Cell Tumor / Papillary adenoma,,
1996,JAX,4450,renal cell carcinoma,OmniDx_0043,Kidney and Renal Pelvis Cancer,MD-0538,Kidney / Renal Cell Tumor / Papillary renal cell carcinoma,,
